Order_ID,Order_Date,Delivery_Date,Industry,Client_Name,Region,Salesperson,Product_Name,Product_Type,Quantity_MT,Unit_Price_INR,Unit_Cost_INR,Total_Revenue_INR,Total_Cost_INR,Gross_Profit_INR,Gross_Margin_Pct,Promised_Days,Actual_Days,Delay_Days,On_Time_Delivery,Quarter,Month
MRPL-1133,21-04-2023,19-05-2023,Cement,Shree Cement,Bhopal,Priya Singh,High Alumina Brick,Shaped,130,4200,2800,546000,364000,182000,33.33,28,28,0,Yes,Q2,Apr-23
MRPL-1134,01-10-2024,01-11-2024,Ceramic,Kajaria Ceramics,Kolkata,Rajesh Kumar,Plastic Refractory,Unshaped,230,2900,1750,667000,402500,264500,39.66,24,31,7,No,Q4,Oct-24
MRPL-1135,19-12-2024,18-01-2025,Fertilizer,Deepak Fertilizers,Raipur,Priya Singh,Mortar,Unshaped,46,1600,950,73600,43700,29900,40.62,20,30,10,No,Q4,Dec-24
MRPL-1136,08-04-2023,10-05-2023,Cement,Shree Cement,Ahmedabad,Priya Singh,Magnesia Brick,Shaped,85,5500,3600,467500,306000,161500,34.55,27,32,5,No,Q2,Apr-23
MRPL-1137,29-03-2023,25-04-2023,Non-Ferrous,NALCO,Nagpur,Rajesh Kumar,Gunning Mix,Unshaped,28,2600,1500,72800,42000,30800,42.31,27,27,0,Yes,Q1,Mar-23
MRPL-1138,29-07-2024,09-09-2024,Glass,HNG Glass,Raipur,Vikram Patel,Gunning Mix,Unshaped,148,2600,1500,384800,222000,162800,42.31,24,42,18,No,Q3,Jul-24
MRPL-1139,22-02-2023,23-03-2023,Iron & Steel,Jindal Steel,Vizag,Neha Gupta,Refractory Coating,Unshaped,78,2100,1200,163800,93600,70200,42.86,23,29,6,No,Q1,Feb-23
MRPL-1140,21-04-2023,16-05-2023,Iron & Steel,Jindal Steel,Nagpur,Amit Sharma,Fireclay Brick,Shaped,94,2800,1800,263200,169200,94000,35.71,25,25,0,Yes,Q2,Apr-23
MRPL-1141,28-09-2024,28-10-2024,Glass,Piramal Glass,Ranchi,Sanjay Tiwari,Magnesia Brick,Shaped,162,5500,3600,891000,583200,307800,34.55,14,30,16,No,Q3,Sep-24
MRPL-1142,13-11-2023,08-12-2023,Ceramic,RAK Ceramics,Kolkata,Sunita Rao,Low Cement Castable,Unshaped,125,3800,2300,475000,287500,187500,39.47,25,25,0,Yes,Q4,Nov-23
MRPL-1143,10-10-2024,13-11-2024,Iron & Steel,Jindal Steel,Nagpur,Rajesh Kumar,Chrome Magnesia Brick,Shaped,16,6200,4100,99200,65600,33600,33.87,16,34,18,No,Q4,Oct-24
MRPL-1144,16-11-2023,29-12-2023,Power,Adani Power,Bhopal,Rajesh Kumar,Mortar,Unshaped,260,1600,950,416000,247000,169000,40.62,24,43,19,No,Q4,Nov-23
MRPL-1145,20-02-2023,11-03-2023,Ceramic,Somany Ceramics,Kolkata,Deepak Joshi,High Alumina Brick,Shaped,177,4200,2800,743400,495600,247800,33.33,16,19,3,No,Q1,Feb-23
MRPL-1146,09-08-2023,08-09-2023,Cement,Shree Cement,Jamshedpur,Priya Singh,Mortar,Unshaped,198,1600,950,316800,188100,128700,40.62,30,30,0,Yes,Q3,Aug-23
MRPL-1147,14-11-2024,01-12-2024,Cement,Dalmia Cement,Nagpur,Priya Singh,Silica Brick,Shaped,114,3100,2000,353400,228000,125400,35.48,15,17,2,No,Q4,Nov-24
MRPL-1148,21-05-2023,16-06-2023,Cement,Ambuja Cement,Chennai,Sanjay Tiwari,High Alumina Brick,Shaped,200,4200,2800,840000,560000,280000,33.33,22,26,4,No,Q2,May-23
MRPL-1149,25-01-2024,26-02-2024,Cement,Shree Cement,Surat,Rajesh Kumar,Magnesia Brick,Shaped,141,5500,3600,775500,507600,267900,34.55,21,32,11,No,Q1,Jan-24
MRPL-1150,15-04-2024,22-05-2024,Power,NTPC,Hyderabad,Priya Singh,Low Cement Castable,Unshaped,24,3800,2300,91200,55200,36000,39.47,24,37,13,No,Q2,Apr-24
MRPL-1151,19-02-2024,14-03-2024,Cement,Shree Cement,Nagpur,Amit Sharma,Refractory Coating,Unshaped,10,2100,1200,21000,12000,9000,42.86,24,24,0,Yes,Q1,Feb-24
MRPL-1152,19-04-2023,20-06-2023,Glass,Borosil,Export-Africa,Rajesh Kumar,Refractory Coating,Unshaped,67,2100,1200,140700,80400,60300,42.86,27,62,35,No,Q2,Apr-23
MRPL-1153,22-06-2023,06-08-2023,Power,Adani Power,Surat,Amit Sharma,Ramming Mass,Unshaped,24,2200,1300,52800,31200,21600,40.91,30,45,15,No,Q2,Jun-23
MRPL-1154,30-05-2023,19-06-2023,Iron & Steel,Tata Steel,Ahmedabad,Amit Sharma,Silica Brick,Shaped,70,3100,2000,217000,140000,77000,35.48,20,20,0,Yes,Q2,May-23
MRPL-1155,31-07-2024,13-09-2024,Power,Tata Power,Vizag,Priya Singh,Fireclay Brick,Shaped,199,2800,1800,557200,358200,199000,35.71,28,44,16,No,Q3,Jul-24
MRPL-1156,25-04-2024,07-06-2024,Ceramic,Somany Ceramics,Ahmedabad,Priya Singh,Refractory Coating,Unshaped,118,2100,1200,247800,141600,106200,42.86,23,43,20,No,Q2,Apr-24
MRPL-1157,07-04-2024,30-04-2024,Iron & Steel,JSW Steel,Raipur,Amit Sharma,Silica Brick,Shaped,14,3100,2000,43400,28000,15400,35.48,15,23,8,No,Q2,Apr-24
MRPL-1158,03-06-2024,16-07-2024,Petrochemical,HPCL,Ranchi,Sunita Rao,Insulation Brick,Shaped,103,1900,1200,195700,123600,72100,36.84,28,43,15,No,Q2,Jun-24
MRPL-1159,26-11-2023,05-02-2024,Power,CESC,Export-Africa,Sunita Rao,Magnesia Brick,Shaped,219,5500,3600,1204500,788400,416100,34.55,29,71,42,No,Q4,Nov-23
MRPL-1160,28-03-2023,16-04-2023,Iron & Steel,SAIL,Delhi,Sanjay Tiwari,Magnesia Brick,Shaped,134,5500,3600,737000,482400,254600,34.55,19,19,0,Yes,Q1,Mar-23
MRPL-1161,08-01-2024,09-02-2024,Iron & Steel,RINL,Raipur,Vikram Patel,Mortar,Unshaped,100,1600,950,160000,95000,65000,40.62,23,32,9,No,Q1,Jan-24
MRPL-1162,24-10-2024,16-11-2024,Cement,UltraTech Cement,Jamshedpur,Deepak Joshi,Refractory Coating,Unshaped,124,2100,1200,260400,148800,111600,42.86,16,23,7,No,Q4,Oct-24
MRPL-1163,08-12-2023,19-01-2024,Iron & Steel,RINL,Pune,Neha Gupta,Ramming Mass,Unshaped,34,2200,1300,74800,44200,30600,40.91,18,42,24,No,Q4,Dec-23
MRPL-1164,21-01-2024,15-02-2024,Cement,UltraTech Cement,Jamshedpur,Amit Sharma,Gunning Mix,Unshaped,169,2600,1500,439400,253500,185900,42.31,24,25,1,No,Q1,Jan-24
MRPL-1165,19-01-2023,11-02-2023,Non-Ferrous,NALCO,Nagpur,Vikram Patel,Insulation Brick,Shaped,97,1900,1200,184300,116400,67900,36.84,23,23,0,Yes,Q1,Jan-23
MRPL-1166,08-06-2023,23-07-2023,Fertilizer,IFFCO,Chennai,Sanjay Tiwari,Mortar,Unshaped,24,1600,950,38400,22800,15600,40.62,23,45,22,No,Q2,Jun-23
MRPL-1167,21-01-2024,09-02-2024,Glass,Piramal Glass,Ahmedabad,Rajesh Kumar,Insulation Brick,Shaped,44,1900,1200,83600,52800,30800,36.84,19,19,0,Yes,Q1,Jan-24
MRPL-1168,23-11-2024,23-12-2024,Petrochemical,HPCL,Bhopal,Priya Singh,Insulation Brick,Shaped,260,1900,1200,494000,312000,182000,36.84,21,30,9,No,Q4,Nov-24
MRPL-1169,25-04-2024,07-06-2024,Non-Ferrous,Hindalco,Raipur,Amit Sharma,Gunning Mix,Unshaped,54,2600,1500,140400,81000,59400,42.31,25,43,18,No,Q2,Apr-24
MRPL-1170,29-05-2024,20-07-2024,Ceramic,RAK Ceramics,Vizag,Deepak Joshi,Mortar,Unshaped,140,1600,950,224000,133000,91000,40.62,27,52,25,No,Q2,May-24
MRPL-1171,07-05-2024,10-06-2024,Iron & Steel,SAIL,Kolkata,Rajesh Kumar,Chrome Magnesia Brick,Shaped,100,6200,4100,620000,410000,210000,33.87,17,34,17,No,Q2,May-24
MRPL-1172,09-06-2024,06-07-2024,Petrochemical,BPCL,Delhi,Amit Sharma,Silica Brick,Shaped,42,3100,2000,130200,84000,46200,35.48,27,27,0,Yes,Q2,Jun-24
MRPL-1173,29-02-2024,07-05-2024,Ceramic,RAK Ceramics,Export-Africa,Sanjay Tiwari,Magnesia Brick,Shaped,18,5500,3600,99000,64800,34200,34.55,26,68,42,No,Q1,Feb-24
MRPL-1174,12-04-2023,26-05-2023,Cement,ACC,Ahmedabad,Rajesh Kumar,Low Cement Castable,Unshaped,187,3800,2300,710600,430100,280500,39.47,24,44,20,No,Q2,Apr-23
MRPL-1175,23-05-2023,29-07-2023,Iron & Steel,Jindal Steel,Export-Africa,Sunita Rao,Silica Brick,Shaped,199,3100,2000,616900,398000,218900,35.48,29,67,38,No,Q2,May-23
MRPL-1176,15-07-2024,22-08-2024,Non-Ferrous,Hindalco,Pune,Neha Gupta,High Alumina Brick,Shaped,191,4200,2800,802200,534800,267400,33.33,30,38,8,No,Q3,Jul-24
MRPL-1177,05-03-2024,02-04-2024,Iron & Steel,JSW Steel,Pune,Rajesh Kumar,Gunning Mix,Unshaped,168,2600,1500,436800,252000,184800,42.31,28,28,0,Yes,Q1,Mar-24
MRPL-1178,11-08-2024,04-09-2024,Iron & Steel,JSW Steel,Raipur,Sunita Rao,Plastic Refractory,Unshaped,66,2900,1750,191400,115500,75900,39.66,18,24,6,No,Q3,Aug-24
MRPL-1179,15-11-2024,23-12-2024,Cement,Shree Cement,Jamshedpur,Rajesh Kumar,Gunning Mix,Unshaped,35,2600,1500,91000,52500,38500,42.31,30,38,8,No,Q4,Nov-24
MRPL-1180,01-02-2024,14-03-2024,Iron & Steel,Jindal Steel,Ranchi,Rajesh Kumar,Magnesia Brick,Shaped,100,5500,3600,550000,360000,190000,34.55,22,42,20,No,Q1,Feb-24
MRPL-1181,07-12-2023,28-12-2023,Iron & Steel,JSW Steel,Chennai,Deepak Joshi,Silica Brick,Shaped,53,3100,2000,164300,106000,58300,35.48,15,21,6,No,Q4,Dec-23
MRPL-1182,19-05-2023,16-06-2023,Power,Tata Power,Bhopal,Sunita Rao,Insulation Brick,Shaped,21,1900,1200,39900,25200,14700,36.84,28,28,0,Yes,Q2,May-23
MRPL-1183,14-11-2023,23-01-2024,Iron & Steel,JSW Steel,Export-Africa,Amit Sharma,Fireclay Brick,Shaped,187,2800,1800,523600,336600,187000,35.71,26,70,44,No,Q4,Nov-23
MRPL-1184,18-02-2023,17-03-2023,Power,Adani Power,Chennai,Amit Sharma,Insulation Brick,Shaped,172,1900,1200,326800,206400,120400,36.84,24,27,3,No,Q1,Feb-23
MRPL-1185,31-01-2024,31-03-2024,Iron & Steel,Jindal Steel,Export-Africa,Deepak Joshi,Mortar,Unshaped,91,1600,950,145600,86450,59150,40.62,19,60,41,No,Q1,Jan-24
MRPL-1186,22-03-2023,22-04-2023,Non-Ferrous,BALCO,Pune,Deepak Joshi,Plastic Refractory,Unshaped,115,2900,1750,333500,201250,132250,39.66,19,31,12,No,Q1,Mar-23
MRPL-1187,09-09-2024,06-10-2024,Iron & Steel,SAIL,Ahmedabad,Amit Sharma,High Alumina Brick,Shaped,188,4200,2800,789600,526400,263200,33.33,27,27,0,Yes,Q3,Sep-24
MRPL-1188,21-03-2024,05-04-2024,Non-Ferrous,Vedanta,Mumbai,Sunita Rao,Mortar,Unshaped,75,1600,950,120000,71250,48750,40.62,15,15,0,Yes,Q1,Mar-24
MRPL-1189,27-05-2023,24-06-2023,Non-Ferrous,Hindalco,Raipur,Sanjay Tiwari,Ramming Mass,Unshaped,160,2200,1300,352000,208000,144000,40.91,28,28,0,Yes,Q2,May-23
MRPL-1190,03-08-2024,06-09-2024,Iron & Steel,SAIL,Ahmedabad,Priya Singh,Insulation Brick,Shaped,13,1900,1200,24700,15600,9100,36.84,18,34,16,No,Q3,Aug-24
MRPL-1191,26-06-2024,27-07-2024,Cement,UltraTech Cement,Bhopal,Vikram Patel,Ramming Mass,Unshaped,98,2200,1300,215600,127400,88200,40.91,26,31,5,No,Q2,Jun-24
MRPL-1192,01-02-2024,21-02-2024,Non-Ferrous,Hindalco,Mumbai,Priya Singh,High Alumina Brick,Shaped,148,4200,2800,621600,414400,207200,33.33,17,20,3,No,Q1,Feb-24
MRPL-1193,17-05-2024,04-06-2024,Glass,Borosil,Jamshedpur,Sunita Rao,Gunning Mix,Unshaped,56,2600,1500,145600,84000,61600,42.31,17,18,1,No,Q2,May-24
MRPL-1194,29-11-2024,07-01-2025,Petrochemical,ONGC,Export-Africa,Sanjay Tiwari,Gunning Mix,Unshaped,118,2600,1500,306800,177000,129800,42.31,25,39,14,No,Q4,Nov-24
MRPL-1195,18-12-2024,14-01-2025,Power,NPCIL,Ranchi,Deepak Joshi,Ramming Mass,Unshaped,231,2200,1300,508200,300300,207900,40.91,19,27,8,No,Q4,Dec-24
MRPL-1196,20-05-2024,26-06-2024,Power,NPCIL,Vizag,Amit Sharma,Fireclay Brick,Shaped,11,2800,1800,30800,19800,11000,35.71,25,37,12,No,Q2,May-24
MRPL-1197,09-03-2023,21-04-2023,Power,CESC,Kolkata,Neha Gupta,Plastic Refractory,Unshaped,84,2900,1750,243600,147000,96600,39.66,26,43,17,No,Q1,Mar-23
MRPL-1198,21-11-2023,18-12-2023,Non-Ferrous,Sterlite,Ranchi,Rajesh Kumar,Mortar,Unshaped,233,1600,950,372800,221350,151450,40.62,16,27,11,No,Q4,Nov-23
MRPL-1199,06-07-2023,13-09-2023,Cement,Dalmia Cement,Export-Africa,Sunita Rao,Gunning Mix,Unshaped,38,2600,1500,98800,57000,41800,42.31,27,69,42,No,Q3,Jul-23
MRPL-1200,15-06-2023,14-07-2023,Ceramic,Somany Ceramics,Raipur,Amit Sharma,High Alumina Brick,Shaped,87,4200,2800,365400,243600,121800,33.33,21,29,8,No,Q2,Jun-23
MRPL-1201,18-07-2024,20-08-2024,Ceramic,Somany Ceramics,Pune,Sunita Rao,Low Cement Castable,Unshaped,75,3800,2300,285000,172500,112500,39.47,18,33,15,No,Q3,Jul-24
MRPL-1202,17-08-2024,21-09-2024,Iron & Steel,Tata Steel,Nagpur,Vikram Patel,Chrome Magnesia Brick,Shaped,44,6200,4100,272800,180400,92400,33.87,19,35,16,No,Q3,Aug-24
MRPL-1203,18-10-2024,24-11-2024,Non-Ferrous,BALCO,Mumbai,Rajesh Kumar,Plastic Refractory,Unshaped,209,2900,1750,606100,365750,240350,39.66,22,37,15,No,Q4,Oct-24
MRPL-1204,04-10-2024,11-11-2024,Iron & Steel,JSW Steel,Nagpur,Priya Singh,Plastic Refractory,Unshaped,198,2900,1750,574200,346500,227700,39.66,23,38,15,No,Q4,Oct-24
MRPL-1205,16-03-2023,31-03-2023,Fertilizer,Coromandel,Vizag,Amit Sharma,Gunning Mix,Unshaped,181,2600,1500,470600,271500,199100,42.31,15,15,0,Yes,Q1,Mar-23
MRPL-1206,17-11-2023,29-12-2023,Cement,Ambuja Cement,Chennai,Vikram Patel,Mortar,Unshaped,259,1600,950,414400,246050,168350,40.62,24,42,18,No,Q4,Nov-23
MRPL-1207,19-04-2023,19-05-2023,Fertilizer,Chambal Fertilizers,Kolkata,Vikram Patel,Mortar,Unshaped,86,1600,950,137600,81700,55900,40.62,21,30,9,No,Q2,Apr-23
MRPL-1208,29-01-2024,27-02-2024,Iron & Steel,JSW Steel,Kolkata,Rajesh Kumar,Gunning Mix,Unshaped,162,2600,1500,421200,243000,178200,42.31,27,29,2,No,Q1,Jan-24
MRPL-1209,14-07-2023,12-09-2023,Fertilizer,Deepak Fertilizers,Export-Africa,Deepak Joshi,Silica Brick,Shaped,200,3100,2000,620000,400000,220000,35.48,19,60,41,No,Q3,Jul-23
MRPL-1210,03-04-2023,11-06-2023,Fertilizer,Chambal Fertilizers,Export-Africa,Priya Singh,Mortar,Unshaped,105,1600,950,168000,99750,68250,40.62,30,69,39,No,Q2,Apr-23
MRPL-1211,21-05-2024,23-06-2024,Fertilizer,NFL,Ahmedabad,Rajesh Kumar,Chrome Magnesia Brick,Shaped,157,6200,4100,973400,643700,329700,33.87,29,33,4,No,Q2,May-24
MRPL-1212,17-02-2024,10-03-2024,Power,Adani Power,Kolkata,Deepak Joshi,Magnesia Brick,Shaped,98,5500,3600,539000,352800,186200,34.55,15,22,7,No,Q1,Feb-24
MRPL-1213,31-05-2024,08-07-2024,Iron & Steel,SAIL,Raipur,Rajesh Kumar,Silica Brick,Shaped,120,3100,2000,372000,240000,132000,35.48,22,38,16,No,Q2,May-24
MRPL-1214,14-12-2023,27-01-2024,Non-Ferrous,NALCO,Delhi,Amit Sharma,Fireclay Brick,Shaped,202,2800,1800,565600,363600,202000,35.71,25,44,19,No,Q4,Dec-23
MRPL-1215,08-12-2023,16-01-2024,Iron & Steel,JSW Steel,Mumbai,Rajesh Kumar,Plastic Refractory,Unshaped,173,2900,1750,501700,302750,198950,39.66,30,39,9,No,Q4,Dec-23
MRPL-1216,07-02-2024,01-04-2024,Iron & Steel,RINL,Export-Africa,Amit Sharma,Silica Brick,Shaped,162,3100,2000,502200,324000,178200,35.48,23,54,31,No,Q1,Feb-24
MRPL-1217,18-01-2023,01-03-2023,Power,Adani Power,Jamshedpur,Priya Singh,Refractory Coating,Unshaped,99,2100,1200,207900,118800,89100,42.86,24,42,18,No,Q1,Jan-23
MRPL-1218,29-09-2023,07-11-2023,Iron & Steel,JSW Steel,Pune,Vikram Patel,Plastic Refractory,Unshaped,172,2900,1750,498800,301000,197800,39.66,21,39,18,No,Q3,Sep-23
MRPL-1219,25-01-2024,15-02-2024,Iron & Steel,RINL,Raipur,Deepak Joshi,Gunning Mix,Unshaped,42,2600,1500,109200,63000,46200,42.31,21,21,0,Yes,Q1,Jan-24
MRPL-1220,05-06-2023,03-07-2023,Power,Tata Power,Mumbai,Amit Sharma,Fireclay Brick,Shaped,110,2800,1800,308000,198000,110000,35.71,20,28,8,No,Q2,Jun-23
MRPL-1221,15-06-2024,25-07-2024,Power,NTPC,Surat,Sunita Rao,Refractory Coating,Unshaped,58,2100,1200,121800,69600,52200,42.86,24,40,16,No,Q2,Jun-24
MRPL-1222,17-12-2023,27-01-2024,Power,Tata Power,Kolkata,Sanjay Tiwari,Ramming Mass,Unshaped,198,2200,1300,435600,257400,178200,40.91,25,41,16,No,Q4,Dec-23
MRPL-1223,13-10-2023,07-11-2023,Glass,Saint Gobain,Bhopal,Sanjay Tiwari,Plastic Refractory,Unshaped,202,2900,1750,585800,353500,232300,39.66,23,25,2,No,Q4,Oct-23
MRPL-1224,15-05-2024,19-06-2024,Ceramic,Somany Ceramics,Surat,Sunita Rao,Ramming Mass,Unshaped,86,2200,1300,189200,111800,77400,40.91,29,35,6,No,Q2,May-24
MRPL-1225,24-01-2024,14-03-2024,Power,CESC,Delhi,Sunita Rao,Ramming Mass,Unshaped,106,2200,1300,233200,137800,95400,40.91,25,50,25,No,Q1,Jan-24
MRPL-1226,22-03-2023,04-05-2023,Glass,Borosil,Mumbai,Sanjay Tiwari,Silica Brick,Shaped,93,3100,2000,288300,186000,102300,35.48,28,43,15,No,Q1,Mar-23
MRPL-1227,29-07-2024,20-08-2024,Iron & Steel,RINL,Chennai,Amit Sharma,Gunning Mix,Unshaped,183,2600,1500,475800,274500,201300,42.31,22,22,0,Yes,Q3,Jul-24
MRPL-1228,27-08-2023,21-09-2023,Iron & Steel,RINL,Mumbai,Amit Sharma,Fireclay Brick,Shaped,18,2800,1800,50400,32400,18000,35.71,17,25,8,No,Q3,Aug-23
MRPL-1229,17-07-2024,28-08-2024,Cement,ACC,Nagpur,Rajesh Kumar,Low Cement Castable,Unshaped,45,3800,2300,171000,103500,67500,39.47,27,42,15,No,Q3,Jul-24
MRPL-1230,22-10-2023,29-11-2023,Ceramic,Somany Ceramics,Nagpur,Deepak Joshi,Mortar,Unshaped,120,1600,950,192000,114000,78000,40.62,23,38,15,No,Q4,Oct-23
MRPL-1231,08-02-2023,09-03-2023,Iron & Steel,Tata Steel,Jamshedpur,Vikram Patel,Insulation Brick,Shaped,49,1900,1200,93100,58800,34300,36.84,27,29,2,No,Q1,Feb-23
MRPL-1232,24-10-2023,11-11-2023,Ceramic,H&R Johnson,Vizag,Rajesh Kumar,Magnesia Brick,Shaped,19,5500,3600,104500,68400,36100,34.55,14,18,4,No,Q4,Oct-23
MRPL-1233,10-07-2024,31-08-2024,Power,Tata Power,Pune,Sanjay Tiwari,Silica Brick,Shaped,139,3100,2000,430900,278000,152900,35.48,29,52,23,No,Q3,Jul-24
MRPL-1234,14-04-2024,23-05-2024,Ceramic,Kajaria Ceramics,Chennai,Amit Sharma,Ramming Mass,Unshaped,170,2200,1300,374000,221000,153000,40.91,22,39,17,No,Q2,Apr-24
MRPL-1235,16-10-2024,25-11-2024,Iron & Steel,Tata Steel,Jamshedpur,Rajesh Kumar,Ramming Mass,Unshaped,149,2200,1300,327800,193700,134100,40.91,27,40,13,No,Q4,Oct-24
MRPL-1236,03-05-2024,24-05-2024,Cement,ACC,Delhi,Sanjay Tiwari,Refractory Coating,Unshaped,87,2100,1200,182700,104400,78300,42.86,21,21,0,Yes,Q2,May-24
MRPL-1237,06-11-2023,23-11-2023,Iron & Steel,SAIL,Vizag,Sanjay Tiwari,Magnesia Brick,Shaped,212,5500,3600,1166000,763200,402800,34.55,14,17,3,No,Q4,Nov-23
MRPL-1238,13-06-2023,06-08-2023,Non-Ferrous,BALCO,Nagpur,Priya Singh,High Alumina Brick,Shaped,108,4200,2800,453600,302400,151200,33.33,30,54,24,No,Q2,Jun-23
MRPL-1239,15-08-2023,12-09-2023,Ceramic,RAK Ceramics,Delhi,Amit Sharma,Refractory Coating,Unshaped,61,2100,1200,128100,73200,54900,42.86,18,28,10,No,Q3,Aug-23
MRPL-1240,04-07-2024,12-08-2024,Iron & Steel,RINL,Surat,Sanjay Tiwari,Mortar,Unshaped,175,1600,950,280000,166250,113750,40.62,20,39,19,No,Q3,Jul-24
MRPL-1241,21-03-2023,07-04-2023,Iron & Steel,RINL,Bhopal,Sunita Rao,Chrome Magnesia Brick,Shaped,149,6200,4100,923800,610900,312900,33.87,17,17,0,Yes,Q1,Mar-23
MRPL-1242,16-06-2024,21-07-2024,Petrochemical,BPCL,Raipur,Rajesh Kumar,Chrome Magnesia Brick,Shaped,118,6200,4100,731600,483800,247800,33.87,17,35,18,No,Q2,Jun-24
MRPL-1243,26-02-2023,27-04-2023,Iron & Steel,RINL,Export-Africa,Priya Singh,Low Cement Castable,Unshaped,121,3800,2300,459800,278300,181500,39.47,18,60,42,No,Q1,Feb-23
MRPL-1244,10-02-2024,13-03-2024,Cement,Ambuja Cement,Bhopal,Deepak Joshi,Chrome Magnesia Brick,Shaped,70,6200,4100,434000,287000,147000,33.87,14,32,18,No,Q1,Feb-24
MRPL-1245,08-07-2024,17-08-2024,Iron & Steel,SAIL,Hyderabad,Sunita Rao,High Alumina Brick,Shaped,20,4200,2800,84000,56000,28000,33.33,16,40,24,No,Q3,Jul-24
MRPL-1246,23-10-2024,10-12-2024,Power,NPCIL,Kolkata,Deepak Joshi,Mortar,Unshaped,154,1600,950,246400,146300,100100,40.62,25,48,23,No,Q4,Oct-24
MRPL-1247,23-12-2023,23-01-2024,Cement,Dalmia Cement,Delhi,Rajesh Kumar,Mortar,Unshaped,48,1600,950,76800,45600,31200,40.62,19,31,12,No,Q4,Dec-23
MRPL-1248,02-11-2023,11-12-2023,Cement,UltraTech Cement,Chennai,Deepak Joshi,Insulation Brick,Shaped,169,1900,1200,321100,202800,118300,36.84,27,39,12,No,Q4,Nov-23
MRPL-1249,13-07-2023,30-07-2023,Cement,Ambuja Cement,Bhopal,Rajesh Kumar,Fireclay Brick,Shaped,190,2800,1800,532000,342000,190000,35.71,17,17,0,Yes,Q3,Jul-23
MRPL-1250,10-03-2023,03-04-2023,Glass,HNG Glass,Vizag,Amit Sharma,Plastic Refractory,Unshaped,30,2900,1750,87000,52500,34500,39.66,15,24,9,No,Q1,Mar-23
MRPL-1251,28-08-2023,06-10-2023,Power,NTPC,Surat,Priya Singh,Fireclay Brick,Shaped,143,2800,1800,400400,257400,143000,35.71,20,39,19,No,Q3,Aug-23
MRPL-1252,12-08-2024,09-09-2024,Petrochemical,IOC,Raipur,Amit Sharma,Fireclay Brick,Shaped,86,2800,1800,240800,154800,86000,35.71,24,28,4,No,Q3,Aug-24
MRPL-1253,09-10-2023,14-11-2023,Iron & Steel,Tata Steel,Raipur,Priya Singh,Insulation Brick,Shaped,27,1900,1200,51300,32400,18900,36.84,19,36,17,No,Q4,Oct-23
MRPL-1254,23-11-2023,28-12-2023,Non-Ferrous,NALCO,Ahmedabad,Deepak Joshi,Low Cement Castable,Unshaped,252,3800,2300,957600,579600,378000,39.47,27,35,8,No,Q4,Nov-23
MRPL-1255,19-08-2023,26-09-2023,Iron & Steel,RINL,Vizag,Priya Singh,Gunning Mix,Unshaped,81,2600,1500,210600,121500,89100,42.31,18,38,20,No,Q3,Aug-23
MRPL-1256,18-05-2023,11-06-2023,Cement,Shree Cement,Hyderabad,Vikram Patel,Chrome Magnesia Brick,Shaped,104,6200,4100,644800,426400,218400,33.87,21,24,3,No,Q2,May-23
MRPL-1257,15-07-2023,15-08-2023,Iron & Steel,SAIL,Ranchi,Rajesh Kumar,Magnesia Brick,Shaped,18,5500,3600,99000,64800,34200,34.55,22,31,9,No,Q3,Jul-23
MRPL-1258,26-07-2024,25-08-2024,Non-Ferrous,Sterlite,Chennai,Deepak Joshi,High Alumina Brick,Shaped,60,4200,2800,252000,168000,84000,33.33,29,30,1,No,Q3,Jul-24
MRPL-1259,14-07-2023,09-09-2023,Petrochemical,HPCL,Export-Africa,Amit Sharma,Ramming Mass,Unshaped,194,2200,1300,426800,252200,174600,40.91,17,57,40,No,Q3,Jul-23
MRPL-1260,17-10-2023,28-12-2023,Ceramic,Somany Ceramics,Export-Africa,Vikram Patel,Magnesia Brick,Shaped,140,5500,3600,770000,504000,266000,34.55,28,72,44,No,Q4,Oct-23
MRPL-1261,22-04-2024,09-06-2024,Non-Ferrous,Sterlite,Ahmedabad,Neha Gupta,Ramming Mass,Unshaped,30,2200,1300,66000,39000,27000,40.91,29,48,19,No,Q2,Apr-24
MRPL-1262,15-08-2023,02-09-2023,Petrochemical,ONGC,Ahmedabad,Rajesh Kumar,Silica Brick,Shaped,194,3100,2000,601400,388000,213400,35.48,18,18,0,Yes,Q3,Aug-23
MRPL-1263,24-01-2024,24-02-2024,Iron & Steel,Tata Steel,Kolkata,Amit Sharma,Ramming Mass,Unshaped,150,2200,1300,330000,195000,135000,40.91,21,31,10,No,Q1,Jan-24
MRPL-1264,19-10-2024,26-11-2024,Power,Tata Power,Vizag,Sanjay Tiwari,Ramming Mass,Unshaped,267,2200,1300,587400,347100,240300,40.91,29,38,9,No,Q4,Oct-24
MRPL-1265,09-07-2024,04-08-2024,Iron & Steel,RINL,Kolkata,Priya Singh,Gunning Mix,Unshaped,169,2600,1500,439400,253500,185900,42.31,15,26,11,No,Q3,Jul-24
MRPL-1266,07-10-2024,09-11-2024,Iron & Steel,JSW Steel,Mumbai,Priya Singh,Insulation Brick,Shaped,88,1900,1200,167200,105600,61600,36.84,16,33,17,No,Q4,Oct-24
MRPL-1267,15-10-2024,29-11-2024,Iron & Steel,SAIL,Bhopal,Rajesh Kumar,Chrome Magnesia Brick,Shaped,241,6200,4100,1494200,988100,506100,33.87,29,45,16,No,Q4,Oct-24
